event_idx,ts_ns,best_bid,best_ask,bid_size,ask_size,mid,microprice,spread,imb1,imb5,imb10
102,1784621027618812900,66186.4,66186.49,1.7e-05,0.00934637,66186.445,66186.4001634,0.0900000000111,-0.996368828744,-0.836741748048,-0.508015186676
103,1784621027618812900,66186.4,66186.49,1.7e-05,0.00934637,66186.445,66186.4001634,0.0900000000111,-0.996368828744,-0.836741748048,-0.508015186676
104,1784621027618812900,66186.4,66186.49,1.7e-05,0.00934637,66186.445,66186.4001634,0.0900000000111,-0.996368828744,-0.836741748048,-0.508015186676
105,1784621027618812900,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.883268784194,-0.487250686302
106,1784621027618812900,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.883268784194,-0.487250686302
107,1784621027618812900,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.883268784194,-0.487250686302
108,1784621027618812900,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.883268784194,-0.487250686302
109,1784621027618812900,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.883268784194,-0.487250686302
110,1784621027618812900,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.883268784194,-0.487250686302
111,1784621027618812900,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.883268784194,-0.487250686302
112,1784621027618812900,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.883268784194,-0.487250686302
113,1784621027618812900,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.883268784194,-0.487250686302
114,1784621027618812900,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.883268784194,-0.487250686302
115,1784621027618812900,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
116,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
117,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
118,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
119,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
120,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
121,1784621027620222500,66186.4,66186.41,1.7e-05,0.06554037,66186.405,66186.4000026,0.0100000000093,-0.999481370287,-0.925346976568,-0.569698565544
