event_type,ts_ns,best_bid,best_ask,bid_size,ask_size,trade_price,trade_size,trade_side
trade,1784621732690914800,66225.42,66225.43,0.08151309,0.18280683,66225.42,3.2e-07,b
quote,1784621732727562700,66225.42,66225.43,0.08151309,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151309,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151309,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151309,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151309,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732727562700,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732786279000,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732786279000,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732786279000,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732786279000,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732786279000,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732786279000,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732846224400,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732906286600,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732906286600,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732906286600,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732906286600,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732906286600,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732906286600,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732906286600,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732906286600,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732906286600,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732906286600,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732906286600,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732906286600,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621732974165100,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733016639500,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733016639500,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733016639500,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733016639500,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733016639500,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733016639500,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733016639500,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733016639500,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733016639500,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733016639500,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733016639500,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733016639500,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733016639500,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733016639500,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733016639500,66225.42,66225.43,0.08151277,0.18280683,0,0,
trade,1784621733024518000,66225.42,66225.43,0.08151277,0.18280683,66225.43,0.0026902,a
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18280683,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18011663,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18011663,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18011663,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18011663,0,0,
quote,1784621733084933800,66225.42,66225.43,0.08151277,0.18011663,0,0,
quote,1784621733126202600,66225.42,66225.43,0.08151277,0.18011663,0,0,
quote,1784621733126202600,66225.42,66225.43,0.08151277,0.18011663,0,0,
quote,1784621733126202600,66225.42,66225.43,0.08151277,0.18011663,0,0,
quote,1784621733126202600,66225.42,66225.43,0.08151277,0.18011663,0,0,
quote,1784621733126202600,66225.42,66225.43,0.08151277,0.18011663,0,0,
quote,1784621733126202600,66225.42,66225.43,0.08151277,0.18011663,0,0,
quote,1784621733126202600,66225.42,66225.43,0.08151277,0.18011663,0,0,
quote,1784621733126202600,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733126202600,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733126202600,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733126202600,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733126202600,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733126202600,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733185458500,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733236681400,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733236681400,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733236681400,66225.42,66225.43,0.08151277,0.19898555,0,0,
quote,1784621733236681400,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733236681400,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733236681400,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733236681400,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733236681400,66225.42,66225.43,0.08151277,0.23047802,0,0,
trade,1784621733297849200,66225.42,66225.43,0.08151277,0.23047802,66225.42,0.00330795,b
trade,1784621733298005900,66225.42,66225.43,0.08151277,0.23047802,66225.42,0.03410281,b
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66225.42,66225.43,0.08151277,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.23047802,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733299034900,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66224.09,66225.43,0.01510024,0.10967851,0,0,
quote,1784621733356898100,66223.21,66225.43,0.03422149,0.10967851,0,0,
quote,1784621733356898100,66223.21,66225.43,0.03422149,0.10967851,0,0,
quote,1784621733356898100,66223.21,66225.43,0.03422149,0.10967851,0,0,
quote,1784621733356898100,66223.21,66225.43,0.03422149,0.10967851,0,0,
quote,1784621733356898100,66223.21,66225.43,0.03422149,0.10967851,0,0,
quote,1784621733356898100,66223.21,66225.43,0.03422149,0.10967851,0,0,
quote,1784621733356898100,66223.21,66225.43,0.03422149,0.10967851,0,0,
quote,1784621733356898100,66223.21,66225.43,0.03422149,0.10967851,0,0,
quote,1784621733356898100,66223.21,66225.43,0.03422149,0.10967851,0,0,
quote,1784621733356898100,66223.21,66225.43,0.03422149,0.10967851,0,0,
quote,1784621733356898100,66223.21,66225.43,0.03422149,0.10967851,0,0,
quote,1784621733356898100,66223.21,66225.43,0.03422149,0.10967851,0,0,
quote,1784621733356898100,66223.21,66225.43,0.03422149,0.10967851,0,0,
quote,1784621733356898100,66223.21,66225.43,0.03422149,0.10967851,0,0,
quote,1784621733356898100,66223.21,66225.43,0.03422149,0.10967851,0,0,
quote,1784621733356898100,66223.21,66225.43,0.03422149,0.10967851,0,0,
quote,1784621733356898100,66223.21,66225.04,0.03422149,0.00292269,0,0,
quote,1784621733356898100,66223.21,66225.04,0.03422149,0.00292269,0,0,
quote,1784621733356898100,66223.21,66225.04,0.03422149,0.00292269,0,0,
quote,1784621733356898100,66223.21,66225.04,0.03422149,0.00292269,0,0,
quote,1784621733356898100,66223.21,66224.1,0.03422149,0.09070899,0,0,
quote,1784621733356898100,66223.21,66224.1,0.03422149,0.09070899,0,0,
quote,1784621733356898100,66223.21,66224.1,0.03422149,0.09070899,0,0,
quote,1784621733356898100,66223.21,66224.09,0.03422149,0.21193704,0,0,
quote,1784621733356898100,66223.21,66223.71,0.03422149,0.001633,0,0,
quote,1784621733356898100,66223.21,66223.71,0.03422149,0.001633,0,0,
quote,1784621733356898100,66223.21,66223.71,0.03422149,0.001633,0,0,
quote,1784621733356898100,66223.21,66223.71,0.03422149,0.001633,0,0,
quote,1784621733356898100,66223.21,66223.71,0.03422149,0.001633,0,0,
quote,1784621733356898100,66223.21,66223.71,0.03422149,0.001633,0,0,
quote,1784621733356898100,66223.21,66223.71,0.03422149,0.001633,0,0,
quote,1784621733356898100,66223.21,66223.71,0.03422149,0.001633,0,0,
quote,1784621733356898100,66223.21,66223.22,0.03422149,0.34524603,0,0,
quote,1784621733356898100,66223.21,66223.22,0.03422149,0.34524603,0,0,
quote,1784621733356898100,66223.21,66223.22,0.03422149,0.34524603,0,0,
quote,1784621733356898100,66223.21,66223.22,0.03422149,0.34524603,0,0,
quote,1784621733356898100,66223.21,66223.22,0.03422149,0.34524603,0,0,
quote,1784621733356898100,66223.21,66223.22,0.03422149,0.34524603,0,0,
trade,1784621733366904200,66223.21,66223.22,0.03422149,0.34524603,66223.21,0.00011868,b
trade,1784621733367068900,66223.21,66223.22,0.03422149,0.34524603,66223.21,0.03410281,b
quote,1784621733417912000,66223.21,66223.22,0.03422149,0.34524603,0,0,
quote,1784621733417912000,66223.21,66223.22,0.03422149,0.34524603,0,0,
quote,1784621733417912000,66223.21,66223.22,0.03422149,0.34524603,0,0,
quote,1784621733417912000,66223.21,66223.22,0.03422149,0.34524603,0,0,
quote,1784621733417912000,66223.21,66223.22,0.03422149,0.34524603,0,0,
