snap,ts_ns,side,rank,price,size
41,1784621769827281700,a,7,66211.2,0.00153174
41,1784621769827281700,a,8,66212.37,1.7e-05
41,1784621769827281700,a,9,66213.84,0.00592
41,1784621769827281700,a,10,66214.05,9.439e-05
41,1784621769827281700,a,11,66214.4,0.00153174
42,1784621770068767200,b,0,66203.01,0.001618
42,1784621770068767200,b,1,66202.54,0.09070899
42,1784621770068767200,b,2,66201.36,0.00528669
42,1784621770068767200,b,3,66199.77,0.36487218
42,1784621770068767200,b,4,66196.35,0.64422988
42,1784621770068767200,b,5,66195.06,0.18192555
42,1784621770068767200,b,6,66193.59,0.15107201
42,1784621770068767200,b,7,66192.38,0.001619
42,1784621770068767200,b,8,66191.44,0.00583
42,1784621770068767200,b,9,66191.31,0.00075523
42,1784621770068767200,b,10,66191.29,0.001559
42,1784621770068767200,b,11,66190.16,0.00754552
42,1784621770068767200,a,0,66204.95,1.7e-05
42,1784621770068767200,a,1,66206,0.0082
42,1784621770068767200,a,2,66207.27,0.01510408
42,1784621770068767200,a,3,66208,0.0091
42,1784621770068767200,a,4,66208.66,1.7e-05
42,1784621770068767200,a,5,66208.68,0.00076656
42,1784621770068767200,a,6,66210,0.0082
42,1784621770068767200,a,7,66210.22,0.00038328
42,1784621770068767200,a,8,66211.2,0.00153174
42,1784621770068767200,a,9,66211.97,5.82e-05
42,1784621770068767200,a,10,66212.37,1.7e-05
42,1784621770068767200,a,11,66212.5,0.0082
43,1784621770367183300,b,0,66200.65,0.0701008
43,1784621770367183300,b,1,66200,0.0082
43,1784621770367183300,b,2,66199.13,0.05768833
43,1784621770367183300,b,3,66198,0.0082
43,1784621770367183300,b,4,66197.81,0.04540639
43,1784621770367183300,b,5,66197.48,0.00528698
43,1784621770367183300,b,6,66196.01,0.01824568
43,1784621770367183300,b,7,66196,0.0082
43,1784621770367183300,b,8,66195.25,0.00660873
43,1784621770367183300,b,9,66194.17,0.00755354
43,1784621770367183300,b,10,66194,0.0082
43,1784621770367183300,b,11,66192.85,0.24733361
43,1784621770367183300,a,0,66199.14,0.18370103
43,1784621770367183300,a,1,66200,0.0082
43,1784621770367183300,a,2,66200.47,0.01510564
43,1784621770367183300,a,3,66201.97,0.04540639
43,1784621770367183300,a,4,66201.98,0.09070899
43,1784621770367183300,a,5,66201.99,0.12084228
43,1784621770367183300,a,6,66202,0.0082
43,1784621770367183300,a,7,66203.61,0.07750803
43,1784621770367183300,a,8,66204,0.0082
43,1784621770367183300,a,9,66204.25,0.09070899
43,1784621770367183300,a,10,66204.27,0.0227032
43,1784621770367183300,a,11,66204.95,0.02061473
44,1784621771375549300,b,0,66200.65,0.0445087
44,1784621771375549300,b,1,66199.32,0.0151059
44,1784621771375549300,b,2,66199.26,0.001603
44,1784621771375549300,b,3,66198.99,0.00528695
44,1784621771375549300,b,4,66198,0.0082
44,1784621771375549300,b,5,66197.54,0.01217846
44,1784621771375549300,b,6,66196.76,0.00660869
44,1784621771375549300,b,7,66196,0.0082
44,1784621771375549300,b,8,66195.68,0.00755336
44,1784621771375549300,b,9,66195.13,0.02
44,1784621771375549300,b,10,66195.12,0.09070899
44,1784621771375549300,b,11,66194.18,0.02
44,1784621771375549300,a,0,66200.66,0.15863179
44,1784621771375549300,a,1,66201.12,0.15819988
44,1784621771375549300,a,2,66201.13,0.12084387
44,1784621771375549300,a,3,66201.99,0.13594756
44,1784621771375549300,a,4,66202,0.0082
44,1784621771375549300,a,5,66203.59,0.13040433
44,1784621771375549300,a,6,66203.6,0.09070899
44,1784621771375549300,a,7,66204,0.0082
44,1784621771375549300,a,8,66204.95,1.7e-05
44,1784621771375549300,a,9,66205.68,0.09070899
44,1784621771375549300,a,10,66206,0.0082
44,1784621771375549300,a,11,66207.72,0.04540639
45,1784621772885181200,b,0,66200.65,0.03333468
45,1784621772885181200,b,1,66199.32,0.0151059
45,1784621772885181200,b,2,66199.26,0.001603
45,1784621772885181200,b,3,66198,0.0082
45,1784621772885181200,b,4,66196.01,0.02
45,1784621772885181200,b,5,66196,0.0082
45,1784621772885181200,b,6,66195.69,0.02
45,1784621772885181200,b,7,66195.68,0.01510672
45,1784621772885181200,b,8,66195.51,0.00075527
45,1784621772885181200,b,9,66194.24,0.09070899
45,1784621772885181200,b,10,66194.23,0.02
45,1784621772885181200,b,11,66194.04,0.02
45,1784621772885181200,a,0,66200.66,0.20637553
45,1784621772885181200,a,1,66201.1,0.0227032
45,1784621772885181200,a,2,66201.11,0.09070899
45,1784621772885181200,a,3,66201.12,0.15819988
45,1784621772885181200,a,4,66201.13,0.12084387
45,1784621772885181200,a,5,66201.99,0.13594756
45,1784621772885181200,a,6,66202,0.0082
45,1784621772885181200,a,7,66203.59,0.13040433
45,1784621772885181200,a,8,66203.6,0.09070899
45,1784621772885181200,a,9,66204,0.0082
45,1784621772885181200,a,10,66204.95,1.7e-05
45,1784621772885181200,a,11,66205.68,0.09070899
46,1784621774036067200,b,0,66197.43,0.08918588
46,1784621774036067200,b,1,66197.42,0.03320281
46,1784621774036067200,b,2,66197.41,0.03320281
46,1784621774036067200,b,3,66196.41,0.04540639
46,1784621774036067200,b,4,66196.1,0.01510664
46,1784621774036067200,b,5,66196,0.0082
46,1784621774036067200,b,6,66194.8,0.001541
46,1784621774036067200,b,7,66194.04,0.02
46,1784621774036067200,b,8,66194,0.0082
46,1784621774036067200,b,9,66193.95,0.00075531
46,1784621774036067200,b,10,66193.27,0.02
46,1784621774036067200,b,11,66193.13,0.16578873
46,1784621774036067200,a,0,66197.44,0.05977967
46,1784621774036067200,a,1,66198.76,0.01707016
46,1784621774036067200,a,2,66198.77,0.01510602
46,1784621774036067200,a,3,66199.1,0.00528721
46,1784621774036067200,a,4,66200,0.0082
46,1784621774036067200,a,5,66200.61,0.19713971
46,1784621774036067200,a,6,66200.62,0.151056
46,1784621774036067200,a,7,66200.66,0.05094007
46,1784621774036067200,a,8,66201.1,0.0227032
46,1784621774036067200,a,9,66201.11,0.09070899
46,1784621774036067200,a,10,66201.33,0.00660901
46,1784621774036067200,a,11,66202,0.0082
47,1784621775357389200,b,0,66200,0.0082
47,1784621775357389200,b,1,66199.27,0.0151059
47,1784621775357389200,b,2,66198,0.0082
47,1784621775357389200,b,3,66197.03,0.00075528
47,1784621775357389200,b,4,66196.56,0.001551
47,1784621775357389200,b,5,66196.55,0.01003425
47,1784621775357389200,b,6,66196.42,0.15942827
47,1784621775357389200,b,7,66196.41,0.04540639
47,1784621775357389200,b,8,66196,0.0082
47,1784621775357389200,b,9,66195.33,0.09070899
47,1784621775357389200,b,10,66194.66,0.01510696
47,1784621775357389200,b,11,66194,0.0082
47,1784621775357389200,a,0,66200.61,0.1422053
47,1784621775357389200,a,1,66200.66,0.00087661
47,1784621775357389200,a,2,66201.09,0.01749939
47,1784621775357389200,a,3,66201.1,0.0227032
47,1784621775357389200,a,4,66201.94,0.0151053
47,1784621775357389200,a,5,66202.26,0.00528699
47,1784621775357389200,a,6,66203.43,0.10392296
47,1784621775357389200,a,7,66203.44,0.15104957
47,1784621775357389200,a,8,66204,0.0082
47,1784621775357389200,a,9,66204.49,0.00660874
47,1784621775357389200,a,10,66204.95,1.7e-05
47,1784621775357389200,a,11,66206,0.0082
48,1784621775774503400,b,0,66202.17,0.09218517
48,1784621775774503400,b,1,66202,0.0082
48,1784621775774503400,b,2,66201.06,0.02
48,1784621775774503400,b,3,66200.84,0.01510554
48,1784621775774503400,b,4,66200,0.0082
48,1784621775774503400,b,5,66198,0.0082
48,1784621775774503400,b,6,66197.44,0.05460415
48,1784621775774503400,b,7,66197.43,0.09070899
48,1784621775774503400,b,8,66197.24,0.00075524
48,1784621775774503400,b,9,66196.61,0.00767798
48,1784621775774503400,b,10,66196.41,0.04540639
48,1784621775774503400,b,11,66196,0.0082
48,1784621775774503400,a,0,66202.18,0.14354514
48,1784621775774503400,a,1,66203.51,0.01510494
48,1784621775774503400,a,2,66204.14,0.12209616
48,1784621775774503400,a,3,66204.15,0.09070899
48,1784621775774503400,a,4,66204.95,0.11825468
48,1784621775774503400,a,5,66206,0.0082
48,1784621775774503400,a,6,66207.66,0.11420702
48,1784621775774503400,a,7,66207.67,0.09070899
48,1784621775774503400,a,8,66208,0.0091
48,1784621775774503400,a,9,66208.66,1.7e-05
48,1784621775774503400,a,10,66208.68,0.00076656
48,1784621775774503400,a,11,66209.79,0.09070899
49,1784621776645375400,b,0,66204.94,0.20943281
49,1784621776645375400,b,1,66202.19,0.04957213
49,1784621776645375400,b,2,66202.18,0.06540639
49,1784621776645375400,b,3,66202,0.0078
49,1784621776645375400,b,4,66200.62,0.001629
49,1784621776645375400,b,5,66200,0.0082
49,1784621776645375400,b,6,66199.44,0.26245598
49,1784621776645375400,b,7,66199.43,0.09070899
49,1784621776645375400,b,8,66199.33,0.12084712
49,1784621776645375400,b,9,66198.85,0.00075526
49,1784621776645375400,b,10,66198,0.0082
49,1784621776645375400,b,11,66197.43,0.09070899
49,1784621776645375400,a,0,66204.95,0.11837317
49,1784621776645375400,a,1,66207.66,0.08839291
49,1784621776645375400,a,2,66208,0.0091
49,1784621776645375400,a,3,66208.66,1.7e-05
49,1784621776645375400,a,4,66208.68,0.00076656
49,1784621776645375400,a,5,66209.96,0.10441855
49,1784621776645375400,a,6,66209.97,0.0227032
49,1784621776645375400,a,7,66210,0.0082
49,1784621776645375400,a,8,66210.22,0.00038328
49,1784621776645375400,a,9,66210.82,0.001629
49,1784621776645375400,a,10,66211.2,0.00153174
49,1784621776645375400,a,11,66211.44,9.439e-05
50,1784621777181424100,b,0,66208.65,0.23834504
50,1784621777181424100,b,1,66208.27,1.5e-07
50,1784621777181424100,b,2,66208,0.0078
50,1784621777181424100,b,3,66207.32,0.01510408
50,1784621777181424100,b,4,66206.62,0.02
50,1784621777181424100,b,5,66206.59,0.09070899
50,1784621777181424100,b,6,66206,0.0078
50,1784621777181424100,b,7,66204.95,0.03318024
50,1784621777181424100,b,8,66204.94,0.02
50,1784621777181424100,b,9,66203.81,0.0007552
50,1784621777181424100,b,10,66203.28,0.00528661
50,1784621777181424100,b,11,66202.45,0.12084144
50,1784621777181424100,a,0,66208.66,1.7e-05
50,1784621777181424100,a,1,66210.22,0.00038328
50,1784621777181424100,a,2,66211.2,0.00153174
50,1784621777181424100,a,3,66211.22,9.439e-05
50,1784621777181424100,a,4,66211.45,0.01850802
50,1784621777181424100,a,5,66211.46,0.01510312
50,1784621777181424100,a,6,66211.96,0.00792908
50,1784621777181424100,a,7,66211.97,5.82e-05
50,1784621777181424100,a,8,66212,0.0078
50,1784621777181424100,a,9,66212.21,0.00755148
50,1784621777181424100,a,10,66212.35,9.439e-05
50,1784621777181424100,a,11,66212.37,1.7e-05
51,1784621777816895700,b,0,66208.65,0.10652662
51,1784621777816895700,b,1,66208.27,1.5e-07
51,1784621777816895700,b,2,66207.32,0.01510408
51,1784621777816895700,b,3,66206.99,0.00528631
51,1784621777816895700,b,4,66206.81,0.00075518
51,1784621777816895700,b,5,66206.33,0.00154
51,1784621777816895700,b,6,66206,0.0078
51,1784621777816895700,b,7,66204.96,0.03149646
51,1784621777816895700,b,8,66204.95,0.01835
51,1784621777816895700,b,9,66204.94,0.02
51,1784621777816895700,b,10,66204.76,0.00660789
51,1784621777816895700,b,11,66204,0.0078
51,1784621777816895700,a,0,66208.66,0.01621344
51,1784621777816895700,a,1,66209.05,0.12082941
51,1784621777816895700,a,2,66209.99,0.03780666
51,1784621777816895700,a,3,66210.16,0.19563661
51,1784621777816895700,a,4,66210.17,0.09070899
51,1784621777816895700,a,5,66210.22,0.00038328
51,1784621777816895700,a,6,66211.2,0.00153174
51,1784621777816895700,a,7,66211.22,9.439e-05
51,1784621777816895700,a,8,66211.96,0.00792908
51,1784621777816895700,a,9,66211.97,5.82e-05
51,1784621777816895700,a,10,66212,0.0078
51,1784621777816895700,a,11,66212.21,0.00755148
52,1784621778056296700,b,0,66203.96,0.03300278
52,1784621778056296700,b,1,66203.34,0.03290281
52,1784621778056296700,b,2,66202.22,0.00755262
52,1784621778056296700,b,3,66200.37,0.00755283
52,1784621778056296700,b,4,66200,0.0078
52,1784621778056296700,b,5,66198.72,0.00755302
52,1784621778056296700,b,6,66198.32,0.00755306
52,1784621778056296700,b,7,66198.01,0.02
52,1784621778056296700,b,8,66198,0.0078
52,1784621778056296700,b,9,66197.53,1.7e-05
52,1784621778056296700,b,10,66196.27,0.00075524
52,1784621778056296700,b,11,66196,0.0082
52,1784621778056296700,a,0,66203.97,0.11341219
52,1784621778056296700,a,1,66204,0.0078
52,1784621778056296700,a,2,66206.72,0.06383269
52,1784621778056296700,a,3,66207.02,0.09070899
52,1784621778056296700,a,4,66208.66,0.01621344
52,1784621778056296700,a,5,66209.98,0.19163122
52,1784621778056296700,a,6,66209.99,0.0227032
52,1784621778056296700,a,7,66210,0.0078
52,1784621778056296700,a,8,66210.17,0.09070899
52,1784621778056296700,a,9,66210.22,0.00038328
52,1784621778056296700,a,10,66211.2,0.00153174
52,1784621778056296700,a,11,66211.95,0.02
53,1784621778817188600,b,0,66202.22,0.08777024
53,1784621778817188600,b,1,66200.89,0.01510554
53,1784621778817188600,b,2,66200.37,0.00755283
53,1784621778817188600,b,3,66200,0.0078
53,1784621778817188600,b,4,66198.73,0.04540639
53,1784621778817188600,b,5,66198.72,0.00755302
53,1784621778817188600,b,6,66198.45,0.01038114
53,1784621778817188600,b,7,66198.01,0.02
53,1784621778817188600,b,8,66198,0.0078
53,1784621778817188600,b,9,66197.53,1.7e-05
53,1784621778817188600,b,10,66197.35,0.02
53,1784621778817188600,b,11,66197.34,0.00755317
53,1784621778817188600,a,0,66202.23,0.19575308
53,1784621778817188600,a,1,66203.35,0.04491123
53,1784621778817188600,a,2,66203.56,0.01510492
53,1784621778817188600,a,3,66203.97,0.11341219
53,1784621778817188600,a,4,66204,0.0078
53,1784621778817188600,a,5,66206,0.0078
53,1784621778817188600,a,6,66206.52,0.15104253
53,1784621778817188600,a,7,66206.72,0.06383269
53,1784621778817188600,a,8,66207.02,0.09070899
53,1784621778817188600,a,9,66208,0.0078
53,1784621778817188600,a,10,66208.66,0.01621344
53,1784621778817188600,a,11,66209.97,0.02
54,1784621779406121900,b,0,66208.03,0.03280281
54,1784621779406121900,b,1,66208.02,0.03280281
54,1784621779406121900,b,2,66208.01,0.03280281
54,1784621779406121900,b,3,66208,0.03280281
54,1784621779406121900,b,4,66206,0.0078
54,1784621779406121900,b,5,66204,0.0078
54,1784621779406121900,b,6,66203.01,0.001617
54,1784621779406121900,b,7,66202.23,0.0455085
54,1784621779406121900,b,8,66202.22,0.0212502
54,1784621779406121900,b,9,66202,0.0078
54,1784621779406121900,b,10,66200.57,0.00528677
54,1784621779406121900,b,11,66200,0.0078
54,1784621779406121900,a,0,66208.66,1.7e-05
54,1784621779406121900,a,1,66209.97,0.03791447
54,1784621779406121900,a,2,66209.99,0.0227032
54,1784621779406121900,a,3,66210.22,0.00038328
54,1784621779406121900,a,4,66211.03,9.44e-05
54,1784621779406121900,a,5,66211.2,0.00153174
54,1784621779406121900,a,6,66211.8,0.0079291
54,1784621779406121900,a,7,66211.97,5.82e-05
54,1784621779406121900,a,8,66212,0.0078
54,1784621779406121900,a,9,66212.02,0.0075515
54,1784621779406121900,a,10,66212.14,9.439e-05
54,1784621779406121900,a,11,66212.37,1.7e-05
55,1784621779815914400,b,0,66208.65,0.03831085
55,1784621779815914400,b,1,66207.32,0.01510408
55,1784621779815914400,b,2,66206.99,0.00528631
55,1784621779815914400,b,3,66204.76,0.00660789
55,1784621779815914400,b,4,66204,0.0078
55,1784621779815914400,b,5,66202.24,0.18192555
55,1784621779815914400,b,6,66202.22,0.0012502
55,1784621779815914400,b,7,66202,0.0078
55,1784621779815914400,b,8,66200.16,0.18192555
55,1784621779815914400,b,9,66200.13,0.12084566
55,1784621779815914400,b,10,66200,0.0078
55,1784621779815914400,b,11,66199.53,0.0890037
55,1784621779815914400,a,0,66208.66,0.11969558
55,1784621779815914400,a,1,66209.07,0.09070899
55,1784621779815914400,a,2,66209.08,0.0227032
55,1784621779815914400,a,3,66209.09,0.12082934
55,1784621779815914400,a,4,66209.99,0.01510346
55,1784621779815914400,a,5,66210,0.0078
55,1784621779815914400,a,6,66210.22,0.00038328
55,1784621779815914400,a,7,66211.03,9.44e-05
55,1784621779815914400,a,8,66211.2,0.00153174
55,1784621779815914400,a,9,66211.44,0.09070899
55,1784621779815914400,a,10,66211.45,0.15103127
55,1784621779815914400,a,11,66211.8,0.0079291
56,1784621780697160100,b,0,66208.65,0.03831071
56,1784621780697160100,b,1,66207.32,0.01510408
56,1784621780697160100,b,2,66206.99,0.00528631
56,1784621780697160100,b,3,66204.76,0.00817789
56,1784621780697160100,b,4,66204,0.0078
56,1784621780697160100,b,5,66202.22,0.0012502
56,1784621780697160100,b,6,66202,0.0078
56,1784621780697160100,b,7,66201.89,0.00755265
56,1784621780697160100,b,8,66201.75,0.00755267
56,1784621780697160100,b,9,66200.93,0.13422426
56,1784621780697160100,b,10,66200.92,0.18192555
56,1784621780697160100,b,11,66200.19,0.02
56,1784621780697160100,a,0,66208.66,0.20527008
56,1784621780697160100,a,1,66209.07,0.3495896
56,1784621780697160100,a,2,66209.08,0.0227032
56,1784621780697160100,a,3,66209.09,0.12082934
56,1784621780697160100,a,4,66209.99,0.01510346
56,1784621780697160100,a,5,66210,0.0078
56,1784621780697160100,a,6,66210.22,0.00038328
56,1784621780697160100,a,7,66211.2,0.00153174
56,1784621780697160100,a,8,66211.44,0.09070899
56,1784621780697160100,a,9,66211.45,0.15103127
56,1784621780697160100,a,10,66211.97,5.82e-05
56,1784621780697160100,a,11,66212,0.0078
57,1784621781698303600,b,0,66208.65,0.09247538
57,1784621781698303600,b,1,66207.32,0.01510408
57,1784621781698303600,b,2,66206.99,0.00528631
57,1784621781698303600,b,3,66206.16,0.00075518
57,1784621781698303600,b,4,66206,0.0078
57,1784621781698303600,b,5,66205.61,0.01030741
57,1784621781698303600,b,6,66204.76,0.00817789
57,1784621781698303600,b,7,66204,0.0078
57,1784621781698303600,b,8,66202.96,0.18192555
57,1784621781698303600,b,9,66202.95,0.25695162
57,1784621781698303600,b,10,66202.94,0.09070899
57,1784621781698303600,b,11,66202.22,0.0012502
57,1784621781698303600,a,0,66208.66,0.08557436
57,1784621781698303600,a,1,66209.07,0.09070899
57,1784621781698303600,a,2,66209.08,0.19992186
57,1784621781698303600,a,3,66209.09,0.12082934
57,1784621781698303600,a,4,66209.99,0.01510346
57,1784621781698303600,a,5,66210.22,0.00038328
57,1784621781698303600,a,6,66211.2,0.00153174
57,1784621781698303600,a,7,66211.45,0.15103127
57,1784621781698303600,a,8,66211.97,5.82e-05
57,1784621781698303600,a,9,66212,0.0078
57,1784621781698303600,a,10,66212.37,1.7e-05
57,1784621781698303600,a,11,66212.63,9.439e-05
58,1784621782477947200,b,0,66211.96,0.09374001
58,1784621782477947200,b,1,66211.2,0.03280281
58,1784621782477947200,b,2,66210.99,0.03280281
58,1784621782477947200,b,3,66210.77,0.03280281
58,1784621782477947200,b,4,66210.76,0.03961227
58,1784621782477947200,b,5,66210.63,0.01510332
58,1784621782477947200,b,6,66210.3,0.00528605
58,1784621782477947200,b,7,66210,0.0078
58,1784621782477947200,b,8,66209.99,0.03280281
58,1784621782477947200,b,9,66209.05,0.01443126
58,1784621782477947200,b,10,66208.67,0.05071813
58,1784621782477947200,b,11,66208.66,0.03280281
58,1784621782477947200,a,0,66211.97,0.01516481
58,1784621782477947200,a,1,66212.37,1.7e-05
58,1784621782477947200,a,2,66212.63,9.439e-05
58,1784621782477947200,a,3,66212.8,0.09070899
58,1784621782477947200,a,4,66212.81,0.18762032
58,1784621782477947200,a,5,66212.82,0.12082253
58,1784621782477947200,a,6,66213.63,0.00755132
58,1784621782477947200,a,7,66214,0.0078
58,1784621782477947200,a,8,66214.29,0.0001164
58,1784621782477947200,a,9,66214.4,0.00153174
58,1784621782477947200,a,10,66214.42,0.03770646
58,1784621782477947200,a,11,66215.08,0.001657
59,1784621783840524700,b,0,66211.96,0.03523
59,1784621783840524700,b,1,66211.2,0.03280281
59,1784621783840524700,b,2,66210.99,0.03280281
59,1784621783840524700,b,3,66210.76,0.03961227
59,1784621783840524700,b,4,66210.63,0.01510332
59,1784621783840524700,b,5,66210.3,0.00528605
59,1784621783840524700,b,6,66209.99,0.03280281
59,1784621783840524700,b,7,66209.05,0.01443126
59,1784621783840524700,b,8,66208.66,0.03280281
59,1784621783840524700,b,9,66208.65,0.03355796
59,1784621783840524700,b,10,66208.07,0.00660756
59,1784621783840524700,b,11,66208,0.0078
59,1784621783840524700,a,0,66211.97,0.28255866
59,1784621783840524700,a,1,66212.37,1.7e-05
59,1784621783840524700,a,2,66212.79,0.14324019
59,1784621783840524700,a,3,66212.8,0.09070899
59,1784621783840524700,a,4,66213.3,0.0151027
59,1784621783840524700,a,5,66214,0.0078
59,1784621783840524700,a,6,66214.29,0.0001164
59,1784621783840524700,a,7,66214.4,0.00153174
59,1784621783840524700,a,8,66215.08,0.001657
59,1784621783840524700,a,9,66215.47,0.0016929
59,1784621783840524700,a,10,66215.48,0.09070899
59,1784621783840524700,a,11,66215.86,0.0227032
60,1784621784195930300,b,0,66203.52,0.04410922
60,1784621784195930300,b,1,66202.73,0.001622
60,1784621784195930300,b,2,66202.42,0.00755259
60,1784621784195930300,b,3,66202.22,0.00092016
60,1784621784195930300,b,4,66202.19,0.01510524
60,1784621784195930300,b,5,66201.24,1.7e-05
60,1784621784195930300,b,6,66200,0.0178
60,1784621784195930300,b,7,66199.63,0.0066084
60,1784621784195930300,b,8,66198.95,0.00075519
60,1784621784195930300,b,9,66198.73,0.04540639
60,1784621784195930300,b,10,66198.01,0.02
60,1784621784195930300,b,11,66198,0.0078
60,1784621784195930300,a,0,66203.53,0.16124698
60,1784621784195930300,a,1,66203.63,0.01821041
60,1784621784195930300,a,2,66204.76,0.0227032
60,1784621784195930300,a,3,66204.86,0.01510464
60,1784621784195930300,a,4,66206,0.0078
60,1784621784195930300,a,5,66206.72,0.03770646
60,1784621784195930300,a,6,66207.38,0.1309468
60,1784621784195930300,a,7,66207.39,0.09070899
60,1784621784195930300,a,8,66207.41,0.12083239
60,1784621784195930300,a,9,66208,0.0078
60,1784621784195930300,a,10,66209.98,0.04540639
60,1784621784195930300,a,11,66209.99,0.22870758
61,1784621785079760300,b,0,66204.85,0.12456845
61,1784621785079760300,b,1,66204.53,0.00075523
61,1784621785079760300,b,2,66204,0.0078
61,1784621785079760300,b,3,66203.52,0.01138297
61,1784621785079760300,b,4,66202.22,0.00092016
61,1784621785079760300,b,5,66202,0.0078
61,1784621785079760300,b,6,66201.24,1.7e-05
61,1784621785079760300,b,7,66200.37,0.00927569
61,1784621785079760300,b,8,66200,0.0178
61,1784621785079760300,b,9,66198.71,0.26279289
61,1784621785079760300,b,10,66198.7,0.09070899
61,1784621785079760300,b,11,66198.66,0.18192555
61,1784621785079760300,a,0,66204.86,0.03781123
61,1784621785079760300,a,1,66206,0.0078
61,1784621785079760300,a,2,66207.36,0.15345756
61,1784621785079760300,a,3,66207.37,0.09070899
61,1784621785079760300,a,4,66207.39,0.03770646
61,1784621785079760300,a,5,66207.41,0.12083239
61,1784621785079760300,a,6,66208,0.0078
61,1784621785079760300,a,7,66209.96,0.16423524
61,1784621785079760300,a,8,66209.97,0.09070899
61,1784621785079760300,a,9,66209.98,0.04540639
61,1784621785079760300,a,10,66210,0.0078
61,1784621785079760300,a,11,66210.31,0.0227032
62,1784621785595077000,b,0,66210.41,0.06798889
62,1784621785595077000,b,1,66209.08,0.01510366
62,1784621785595077000,b,2,66208.75,0.00528617
62,1784621785595077000,b,3,66208,0.0078
62,1784621785595077000,b,4,66206.52,0.00660772
62,1784621785595077000,b,5,66206.09,0.001558
62,1784621785595077000,b,6,66206,0.0078
62,1784621785595077000,b,7,66204.53,0.00075523
62,1784621785595077000,b,8,66204.33,0.18192555
62,1784621785595077000,b,9,66204.32,0.20132267
62,1784621785595077000,b,10,66204.03,0.09070899
62,1784621785595077000,b,11,66204.02,0.04540639
62,1784621785595077000,a,0,66210.42,0.06010883
62,1784621785595077000,a,1,66210.7,0.09070899
62,1784621785595077000,a,2,66210.73,0.23484799
62,1784621785595077000,a,3,66210.74,0.12082631
62,1784621785595077000,a,4,66211.36,9.439e-05
62,1784621785595077000,a,5,66211.75,0.01510306
62,1784621785595077000,a,6,66211.97,0.0002505
62,1784621785595077000,a,7,66212,0.0078
62,1784621785595077000,a,8,66212.25,0.03770458
62,1784621785595077000,a,9,66212.36,0.00755146
62,1784621785595077000,a,10,66212.37,1.7e-05
62,1784621785595077000,a,11,66212.75,0.09070899
63,1784621786575374800,b,0,66207.94,0.03864431
63,1784621786575374800,b,1,66206.28,0.00528637
63,1784621786575374800,b,2,66206,0.0078
63,1784621786575374800,b,3,66204.57,0.001633
63,1784621786575374800,b,4,66204.05,0.00660796
63,1784621786575374800,b,5,66204.04,0.09271311
63,1784621786575374800,b,6,66204.03,0.09070899
63,1784621786575374800,b,7,66204.02,0.04540639
63,1784621786575374800,b,8,66204,0.0078
63,1784621786575374800,b,9,66203.52,0.01138297
63,1784621786575374800,b,10,66202.39,0.0075526
63,1784621786575374800,b,11,66202.3,0.00755261
63,1784621786575374800,a,0,66207.95,0.23046912
63,1784621786575374800,a,1,66209.08,0.08568892
63,1784621786575374800,a,2,66209.09,0.0227032
63,1784621786575374800,a,3,66210,0.0078
63,1784621786575374800,a,4,66210.4,0.24902038
63,1784621786575374800,a,5,66210.42,0.15971842
63,1784621786575374800,a,6,66210.7,0.09070899
63,1784621786575374800,a,7,66211.97,0.0002505
63,1784621786575374800,a,8,66212,0.0078
63,1784621786575374800,a,9,66212.25,0.03770458
63,1784621786575374800,a,10,66212.37,1.7e-05
63,1784621786575374800,a,11,66212.75,0.09070899
64,1784621788686624000,b,0,66207.94,0.08425377
64,1784621788686624000,b,1,66207.65,0.00075519
64,1784621788686624000,b,2,66206.61,0.01510424
64,1784621788686624000,b,3,66206.28,0.00528637
64,1784621788686624000,b,4,66204.57,0.001633
64,1784621788686624000,b,5,66204.07,0.02
64,1784621788686624000,b,6,66204.05,0.00660796
64,1784621788686624000,b,7,66204.03,0.09070899
64,1784621788686624000,b,8,66204.02,0.04540639
64,1784621788686624000,b,9,66204,0.0078
64,1784621788686624000,b,10,66203.52,0.01138297
64,1784621788686624000,b,11,66202.47,0.00755259
64,1784621788686624000,a,0,66207.95,0.23584603
64,1784621788686624000,a,1,66209.08,0.08568892
64,1784621788686624000,a,2,66209.09,0.14353253
64,1784621788686624000,a,3,66209.28,0.01510362
64,1784621788686624000,a,4,66209.61,0.00528637
64,1784621788686624000,a,5,66210,0.0078
64,1784621788686624000,a,6,66210.4,0.13563247
64,1784621788686624000,a,7,66210.7,0.09070899
64,1784621788686624000,a,8,66211.84,0.00660796
64,1784621788686624000,a,9,66211.92,9.439e-05
64,1784621788686624000,a,10,66211.97,0.0002505
64,1784621788686624000,a,11,66212,0.0078
65,1784621790380450200,b,0,66207.94,0.08425362
65,1784621790380450200,b,1,66207.28,0.00075519
65,1784621790380450200,b,2,66206.61,0.01510424
65,1784621790380450200,b,3,66206.28,0.00528637
65,1784621790380450200,b,4,66204.57,0.001633
65,1784621790380450200,b,5,66204.05,0.00660796
65,1784621790380450200,b,6,66204.02,0.04540639
65,1784621790380450200,b,7,66204,0.0078
65,1784621790380450200,b,8,66203.52,0.01138297
65,1784621790380450200,b,9,66202.42,0.02
65,1784621790380450200,b,10,66202.41,0.0075526
65,1784621790380450200,b,11,66202.22,0.00092016
65,1784621790380450200,a,0,66207.95,0.34662396
65,1784621790380450200,a,1,66209.08,0.08568892
