snap,ts_ns,side,rank,price,size
84,1784621816840041900,b,11,66223.78,0.018
84,1784621816840041900,a,0,66228.91,0.34304605
84,1784621816840041900,a,1,66229.86,0.17528339
84,1784621816840041900,a,2,66229.99,0.01399781
84,1784621816840041900,a,3,66230,0.07013766
84,1784621816840041900,a,4,66230.54,0.0227032
84,1784621816840041900,a,5,66231.66,0.00528461
84,1784621816840041900,a,6,66231.91,0.1207877
84,1784621816840041900,a,7,66232,0.0074
84,1784621816840041900,a,8,66233.6,0.07610042
84,1784621816840041900,a,9,66233.61,0.03769269
84,1784621816840041900,a,10,66233.89,0.00660576
84,1784621816840041900,a,11,66234,0.0074
85,1784621817536500500,b,0,66225.18,0.03340277
85,1784621817536500500,b,1,66223.85,0.0151003
85,1784621817536500500,b,2,66223.5,1.7e-05
85,1784621817536500500,b,3,66223.49,8.803e-05
85,1784621817536500500,b,4,66222.22,0.00368078
85,1784621817536500500,b,5,66222,0.0074
85,1784621817536500500,b,6,66221.9,0.001567
85,1784621817536500500,b,7,66220.8,0.00153174
85,1784621817536500500,b,8,66220,0.0178
85,1784621817536500500,b,9,66219.79,1.7e-05
85,1784621817536500500,b,10,66218.82,0.018
85,1784621817536500500,b,11,66218.35,0.09070899
85,1784621817536500500,a,0,66225.19,0.31116593
85,1784621817536500500,a,1,66226,0.0074
85,1784621817536500500,a,2,66226.52,0.0150997
85,1784621817536500500,a,3,66226.77,0.16226948
85,1784621817536500500,a,4,66226.78,0.03769269
85,1784621817536500500,a,5,66226.85,0.00528499
85,1784621817536500500,a,6,66227.17,0.09070899
85,1784621817536500500,a,7,66227.21,0.12079627
85,1784621817536500500,a,8,66228,0.0074
85,1784621817536500500,a,9,66228.08,0.00331899
85,1784621817536500500,a,10,66229.08,0.00660624
85,1784621817536500500,a,11,66229.96,0.04540639
86,1784621818020109700,b,0,66222.22,0.00422768
86,1784621818020109700,b,1,66220.8,0.00153174
86,1784621818020109700,b,2,66220,0.01
86,1784621818020109700,b,3,66219.79,1.7e-05
86,1784621818020109700,b,4,66218,0.0074
86,1784621818020109700,b,5,66217.97,0.001656
86,1784621818020109700,b,6,66217.6,0.00153174
86,1784621818020109700,b,7,66216.08,1.7e-05
86,1784621818020109700,b,8,66216,0.0078
86,1784621818020109700,b,9,66215.69,0.00755108
86,1784621818020109700,b,10,66215.5,0.0075511
86,1784621818020109700,b,11,66215,0.01
86,1784621818020109700,a,0,66223.83,0.15889739
86,1784621818020109700,a,1,66223.84,0.09070899
86,1784621818020109700,a,2,66223.86,0.14665259
86,1784621818020109700,a,3,66224,0.0074
86,1784621818020109700,a,4,66225.18,0.01399821
86,1784621818020109700,a,5,66226,0.0074
86,1784621818020109700,a,6,66226.75,0.16226948
86,1784621818020109700,a,7,66226.76,0.09070899
86,1784621818020109700,a,8,66226.78,0.001656
86,1784621818020109700,a,9,66226.85,0.00528499
86,1784621818020109700,a,10,66227.21,0.12079627
86,1784621818020109700,a,11,66228,0.0074
87,1784621818248321200,b,0,66216.08,1.7e-05
87,1784621818248321200,b,1,66214.4,0.03380281
87,1784621818248321200,b,2,66214.18,0.0284182
87,1784621818248321200,b,3,66212.47,5.117e-05
87,1784621818248321200,b,4,66212.37,1.7e-05
87,1784621818248321200,b,5,66211.91,0.00013144
87,1784621818248321200,b,6,66211.2,0.00153174
87,1784621818248321200,b,7,66211.11,0.0075516
87,1784621818248321200,b,8,66210.5,0.04540639
87,1784621818248321200,b,9,66210.09,0.00010233
87,1784621818248321200,b,10,66210,0.0174
87,1784621818248321200,b,11,66208.66,1.7e-05
87,1784621818248321200,a,0,66216.09,0.37744543
87,1784621818248321200,a,1,66217.42,0.01510176
87,1784621818248321200,a,2,66217.51,0.00314709
87,1784621818248321200,a,3,66218,0.0074
87,1784621818248321200,a,4,66218.19,0.09070899
87,1784621818248321200,a,5,66219.77,0.15101231
87,1784621818248321200,a,6,66219.79,0.01399873
87,1784621818248321200,a,7,66219.99,0.06486765
87,1784621818248321200,a,8,66220,0.0074
87,1784621818248321200,a,9,66220.81,0.09070899
87,1784621818248321200,a,10,66221.45,0.00528557
87,1784621818248321200,a,11,66222,0.0074
88,1784621818995598400,b,0,66214.4,0.04944072
88,1784621818995598400,b,1,66214.18,0.02086695
88,1784621818995598400,b,2,66213.07,0.01510276
88,1784621818995598400,b,3,66212.37,1.7e-05
88,1784621818995598400,b,4,66212,0.0074
88,1784621818995598400,b,5,66211.91,0.00013144
88,1784621818995598400,b,6,66211.2,0.00153174
88,1784621818995598400,b,7,66211.11,0.0075516
88,1784621818995598400,b,8,66210.5,0.04540639
88,1784621818995598400,b,9,66210.34,0.001582
88,1784621818995598400,b,10,66210,0.0174
88,1784621818995598400,b,11,66209.43,0.00755179
88,1784621818995598400,a,0,66214.41,0.32364413
88,1784621818995598400,a,1,66215.74,0.01510214
88,1784621818995598400,a,2,66216,0.0074
88,1784621818995598400,a,3,66216.05,0.0227032
88,1784621818995598400,a,4,66216.07,0.12598744
88,1784621818995598400,a,5,66216.08,0.01399895
88,1784621818995598400,a,6,66216.09,0.15934259
88,1784621818995598400,a,7,66217.75,0.00528572
88,1784621818995598400,a,8,66218,0.0074
88,1784621818995598400,a,9,66218.7,0.0560321
88,1784621818995598400,a,10,66218.71,0.09070899
88,1784621818995598400,a,11,66219.16,0.001614
89,1784621819927260200,b,0,66212.37,9.402e-05
89,1784621819927260200,b,1,66211.91,0.00013144
89,1784621819927260200,b,2,66210,0.01
89,1784621819927260200,b,3,66209.45,0.04540639
89,1784621819927260200,b,4,66209.43,0.01510358
89,1784621819927260200,b,5,66208.86,0.001645
89,1784621819927260200,b,6,66208.66,1.7e-05
89,1784621819927260200,b,7,66208,0.00153174
89,1784621819927260200,b,8,66207.78,0.01510396
89,1784621819927260200,b,9,66207.23,0.01999744
89,1784621819927260200,b,10,66205.7,0.01899552
89,1784621819927260200,b,11,66205,0.01
89,1784621819927260200,a,0,66212.38,0.31671324
89,1784621819927260200,a,1,66213.07,0.33588367
89,1784621819927260200,a,2,66213.08,0.14082204
89,1784621819927260200,a,3,66214,0.0074
89,1784621819927260200,a,4,66214.19,0.09070899
89,1784621819927260200,a,5,66214.4,0.01857
89,1784621819927260200,a,6,66214.41,0.0573504
89,1784621819927260200,a,7,66214.73,0.00528599
89,1784621819927260200,a,8,66216,0.0074
89,1784621819927260200,a,9,66216.05,0.0227032
89,1784621819927260200,a,10,66216.09,0.12081655
89,1784621819927260200,a,11,66216.89,0.03769269
90,1784621820156027600,b,0,66205.75,0.00755221
90,1784621820156027600,b,1,66204.95,1.7e-05
90,1784621820156027600,b,2,66204.8,0.00153174
90,1784621820156027600,b,3,66202,0.0078
90,1784621820156027600,b,4,66201.6,0.00153174
90,1784621820156027600,b,5,66201.24,1.7e-05
90,1784621820156027600,b,6,66200.22,5.117e-05
90,1784621820156027600,b,7,66200,0.01
90,1784621820156027600,b,8,66198.78,0.18192555
90,1784621820156027600,b,9,66198.74,0.09070899
90,1784621820156027600,b,10,66198.73,0.04540639
90,1784621820156027600,b,11,66198.4,0.00153174
90,1784621820156027600,a,0,66205.76,0.35975271
90,1784621820156027600,a,1,66206,0.0078
90,1784621820156027600,a,2,66207.13,0.03769269
90,1784621820156027600,a,3,66208,0.0078
90,1784621820156027600,a,4,66208.01,0.00314719
90,1784621820156027600,a,5,66209.43,0.01399944
90,1784621820156027600,a,6,66209.96,0.1974426
90,1784621820156027600,a,7,66209.97,0.09070899
90,1784621820156027600,a,8,66209.98,0.0227032
90,1784621820156027600,a,9,66210,0.0278
90,1784621820156027600,a,10,66210.01,0.00031078
90,1784621820156027600,a,11,66211.09,0.00528628
91,1784621820749164100,b,0,66211.68,0.05680281
91,1784621820749164100,b,1,66209.96,0.11487168
91,1784621820749164100,b,2,66208.98,0.11487168
91,1784621820749164100,b,3,66208,0.28977899
91,1784621820749164100,b,4,66207.17,0.0452
91,1784621820749164100,b,5,66207.16,0.0376
91,1784621820749164100,b,6,66207.13,0.07930281
91,1784621820749164100,b,7,66207.12,0.09930281
91,1784621820749164100,b,8,66205.76,0.29732379
91,1784621820749164100,b,9,66205.75,0.00816177
91,1784621820749164100,b,10,66204.95,1.7e-05
91,1784621820749164100,b,11,66204.8,0.00153174
91,1784621820749164100,a,0,66208.19,0.00314722
91,1784621820749164100,a,1,66208.74,0.00528649
91,1784621820749164100,a,2,66210.01,0.00031078
91,1784621820749164100,a,3,66210.97,0.00660812
91,1784621820749164100,a,4,66215.59,0.001635
91,1784621820749164100,a,5,66216,0.0074
91,1784621820749164100,a,6,66217.95,0.00075518
91,1784621820749164100,a,7,66218,0.0074
91,1784621820749164100,a,8,66219.79,1.7e-05
91,1784621820749164100,a,9,66220,0.0174
91,1784621820749164100,a,10,66220.05,0.00076656
91,1784621820749164100,a,11,66222,0.0074
92,1784621821046085200,b,0,66211.93,0.03390281
92,1784621821046085200,b,1,66211.92,0.03390281
92,1784621821046085200,b,2,66211.91,0.03390281
92,1784621821046085200,b,3,66211.9,0.03400281
92,1784621821046085200,b,4,66211.89,0.03400281
92,1784621821046085200,b,5,66211.88,0.03400281
92,1784621821046085200,b,6,66210.6,0.01510332
92,1784621821046085200,b,7,66208,0.0078
92,1784621821046085200,b,8,66206.49,0.01999455
92,1784621821046085200,b,9,66206.33,0.00162
92,1784621821046085200,b,10,66206,0.0078
92,1784621821046085200,b,11,66205.75,0.00816177
92,1784621821046085200,a,0,66211.94,0.1502537
92,1784621821046085200,a,1,66212,0.0078
92,1784621821046085200,a,2,66212.46,0.12082319
92,1784621821046085200,a,3,66212.63,0.02129656
92,1784621821046085200,a,4,66213.27,0.01510272
92,1784621821046085200,a,5,66214,0.0078
92,1784621821046085200,a,6,66215.58,0.00536782
92,1784621821046085200,a,7,66216,0.0074
92,1784621821046085200,a,8,66217.24,0.0052861
92,1784621821046085200,a,9,66217.72,0.03770181
92,1784621821046085200,a,10,66218,0.0074
92,1784621821046085200,a,11,66219.44,0.07498892
93,1784621821460547300,b,0,66206.51,0.06380257
93,1784621821460547300,b,1,66205.75,0.0006098
93,1784621821460547300,b,2,66205.18,0.01510456
93,1784621821460547300,b,3,66205.13,0.01894437
93,1784621821460547300,b,4,66204.95,1.7e-05
93,1784621821460547300,b,5,66204.8,0.00153174
93,1784621821460547300,b,6,66204,0.0078
93,1784621821460547300,b,7,66202.71,0.001646
93,1784621821460547300,b,8,66202.19,0.00755262
93,1784621821460547300,b,9,66202,0.0078
93,1784621821460547300,b,10,66201.6,0.00153174
93,1784621821460547300,b,11,66201.54,0.00755269
93,1784621821460547300,a,0,66206.52,0.16660704
93,1784621821460547300,a,1,66207.52,0.12083221
93,1784621821460547300,a,2,66207.85,0.01510394
93,1784621821460547300,a,3,66208,0.0078
93,1784621821460547300,a,4,66208.18,0.00528648
93,1784621821460547300,a,5,66210.41,0.00660811
93,1784621821460547300,a,6,66211.94,0.00028402
93,1784621821460547300,a,7,66211.96,0.01821041
93,1784621821460547300,a,8,66211.97,0.0227032
93,1784621821460547300,a,9,66212,0.0078
93,1784621821460547300,a,10,66214,0.0078
93,1784621821460547300,a,11,66214.23,0.1203705
94,1784621822265112500,b,0,66205.75,0.0006098
94,1784621822265112500,b,1,66205.18,0.01510456
94,1784621822265112500,b,2,66205.13,0.01894437
94,1784621822265112500,b,3,66204.95,1.7e-05
94,1784621822265112500,b,4,66204.8,0.00153174
94,1784621822265112500,b,5,66202.71,0.001646
94,1784621822265112500,b,6,66202,0.0078
94,1784621822265112500,b,7,66201.6,0.00153174
94,1784621822265112500,b,8,66201.54,0.00755269
94,1784621822265112500,b,9,66201.24,1.7e-05
94,1784621822265112500,b,10,66200.22,5.117e-05
94,1784621822265112500,b,11,66200.11,0.01899426
94,1784621822265112500,a,0,66206.52,0.20403326
94,1784621822265112500,a,1,66207.51,0.14311978
94,1784621822265112500,a,2,66207.52,0.12083221
94,1784621822265112500,a,3,66207.85,0.01510394
94,1784621822265112500,a,4,66208,0.0078
94,1784621822265112500,a,5,66208.18,0.00528648
94,1784621822265112500,a,6,66208.51,0.09070899
94,1784621822265112500,a,7,66210.41,0.00660811
94,1784621822265112500,a,8,66211.21,0.001593
94,1784621822265112500,a,9,66211.93,0.02
94,1784621822265112500,a,10,66211.94,0.08073303
94,1784621822265112500,a,11,66211.96,0.02
95,1784621822955601500,b,0,66209.06,0.23757281
95,1784621822955601500,b,1,66207.76,0.03380281
95,1784621822955601500,b,2,66207.43,0.04619469
95,1784621822955601500,b,3,66207.42,0.06619469
95,1784621822955601500,b,4,66206,0.0078
95,1784621822955601500,b,5,66205.75,0.00060964
95,1784621822955601500,b,6,66205.13,0.01894437
95,1784621822955601500,b,7,66204.95,1.7e-05
95,1784621822955601500,b,8,66204.82,0.04540639
95,1784621822955601500,b,9,66204.81,0.06987328
95,1784621822955601500,b,10,66204.8,0.00153174
95,1784621822955601500,b,11,66204.36,0.09070899
95,1784621822955601500,a,0,66209.07,0.00528645
95,1784621822955601500,a,1,66210.14,0.11494659
95,1784621822955601500,a,2,66210.41,0.00660811
95,1784621822955601500,a,3,66210.98,0.00251777
95,1784621822955601500,a,4,66211.94,0.00028402
95,1784621822955601500,a,5,66211.97,0.0227032
95,1784621822955601500,a,6,66212.98,0.1510278
95,1784621822955601500,a,7,66213.75,0.03770181
95,1784621822955601500,a,8,66214,0.0078
95,1784621822955601500,a,9,66215.84,0.00251777
95,1784621822955601500,a,10,66215.99,0.00754552
95,1784621822955601500,a,11,66216,0.0074
96,1784621823474676800,b,0,66212.79,0.0638027
96,1784621823474676800,b,1,66211.46,0.01510312
96,1784621823474676800,b,2,66210,0.0078
96,1784621823474676800,b,3,66208,0.0078
96,1784621823474676800,b,4,66207.82,0.00755198
96,1784621823474676800,b,5,66206.18,0.001575
96,1784621823474676800,b,6,66206.17,0.00755217
96,1784621823474676800,b,7,66206,0.0078
96,1784621823474676800,b,8,66205.75,0.00060964
96,1784621823474676800,b,9,66205.23,0.18192555
96,1784621823474676800,b,10,66205.22,0.23489696
96,1784621823474676800,b,11,66205.13,0.01894437
96,1784621823474676800,a,0,66212.8,0.08006487
96,1784621823474676800,a,1,66212.81,0.09070899
96,1784621823474676800,a,2,66213.2,0.19563232
96,1784621823474676800,a,3,66213.21,0.12082181
96,1784621823474676800,a,4,66213.75,0.03770181
96,1784621823474676800,a,5,66214.26,0.001605
96,1784621823474676800,a,6,66214.45,0.00528602
96,1784621823474676800,a,7,66215.11,0.0025177
96,1784621823474676800,a,8,66215.89,0.15102115
96,1784621823474676800,a,9,66216,0.0074
96,1784621823474676800,a,10,66216.08,1.7e-05
96,1784621823474676800,a,11,66216.68,0.00660752
97,1784621824924238100,b,0,66212.79,0.03299673
97,1784621824924238100,b,1,66211.46,0.01510312
97,1784621824924238100,b,2,66208,0.0078
97,1784621824924238100,b,3,66207.82,0.01510396
97,1784621824924238100,b,4,66207.63,0.01699994
97,1784621824924238100,b,5,66206.18,0.001575
97,1784621824924238100,b,6,66206.17,0.01510434
97,1784621824924238100,b,7,66206.01,0.02
97,1784621824924238100,b,8,66206,0.0078
97,1784621824924238100,b,9,66205.75,0.00060964
97,1784621824924238100,b,10,66205.13,0.01894437
97,1784621824924238100,b,11,66204.95,1.7e-05
97,1784621824924238100,a,0,66212.8,0.37019272
97,1784621824924238100,a,1,66213.19,0.09070899
97,1784621824924238100,a,2,66213.2,0.19563232
97,1784621824924238100,a,3,66213.21,0.12082181
97,1784621824924238100,a,4,66214.13,0.01510252
97,1784621824924238100,a,5,66214.26,0.001605
97,1784621824924238100,a,6,66214.45,0.00528602
97,1784621824924238100,a,7,66214.71,0.0025177
97,1784621824924238100,a,8,66215.89,0.15102115
97,1784621824924238100,a,9,66216,0.0074
97,1784621824924238100,a,10,66216.08,1.7e-05
97,1784621824924238100,a,11,66216.68,0.00660752
98,1784621825865041300,b,0,66207.83,0.03380281
98,1784621825865041300,b,1,66207.82,0.00755198
98,1784621825865041300,b,2,66206.5,0.01510426
98,1784621825865041300,b,3,66206.49,0.00755213
98,1784621825865041300,b,4,66205.75,0.00060964
98,1784621825865041300,b,5,66205.13,0.01894437
98,1784621825865041300,b,6,66204.95,1.7e-05
98,1784621825865041300,b,7,66204.84,0.01510464
98,1784621825865041300,b,8,66204.8,0.00153174
98,1784621825865041300,b,9,66204.69,0.001622
98,1784621825865041300,b,10,66202,0.0078
98,1784621825865041300,b,11,66201.6,0.00153174
98,1784621825865041300,a,0,66207.84,0.26990165
98,1784621825865041300,a,1,66208,0.0078
98,1784621825865041300,a,2,66208.01,0.09070899
98,1784621825865041300,a,3,66209.17,0.01510364
98,1784621825865041300,a,4,66210,0.09070899
98,1784621825865041300,a,5,66211.47,0.12082498
98,1784621825865041300,a,6,66211.99,0.13721099
98,1784621825865041300,a,7,66212,0.0078
98,1784621825865041300,a,8,66212.29,0.00251771
98,1784621825865041300,a,9,66212.37,0.001566
98,1784621825865041300,a,10,66212.79,0.00528604
98,1784621825865041300,a,11,66212.8,0.06165813
99,1784621826896368300,b,0,66206.49,0.03390261
99,1784621826896368300,b,1,66205.75,0.00060964
99,1784621826896368300,b,2,66205.16,0.01510456
99,1784621826896368300,b,3,66205.13,0.01894437
99,1784621826896368300,b,4,66204.95,1.7e-05
99,1784621826896368300,b,5,66204.8,0.00153174
99,1784621826896368300,b,6,66202.9,0.001659
99,1784621826896368300,b,7,66202.01,0.02
99,1784621826896368300,b,8,66202,0.0078
99,1784621826896368300,b,9,66201.61,0.02
99,1784621826896368300,b,10,66201.6,0.00153174
99,1784621826896368300,b,11,66201.53,0.0075527
99,1784621826896368300,a,0,66206.5,0.37105626
99,1784621826896368300,a,1,66206.51,0.29535768
99,1784621826896368300,a,2,66207.83,0.01510396
99,1784621826896368300,a,3,66207.84,0.12083161
99,1784621826896368300,a,4,66208,0.0078
99,1784621826896368300,a,5,66208.01,0.09070899
99,1784621826896368300,a,6,66208.16,0.00528649
99,1784621826896368300,a,7,66208.33,0.03770181
99,1784621826896368300,a,8,66209.99,0.18715472
99,1784621826896368300,a,9,66210,0.09070899
99,1784621826896368300,a,10,66210.39,0.00660811
99,1784621826896368300,a,11,66211.98,0.04540639
100,1784621828495536900,b,0,66204.96,0.03410281
100,1784621828495536900,b,1,66201.24,1.7e-05
100,1784621828495536900,b,2,66201.07,0.001596
100,1784621828495536900,b,3,66200.22,5.117e-05
100,1784621828495536900,b,4,66199.87,0.01510576
100,1784621828495536900,b,5,66198.4,0.00153174
100,1784621828495536900,b,6,66197.84,0.00010233
100,1784621828495536900,b,7,66197.53,1.7e-05
100,1784621828495536900,b,8,66197.43,0.001544
100,1784621828495536900,b,9,66196.49,0.04540639
100,1784621828495536900,b,10,66196.48,0.18192555
100,1784621828495536900,b,11,66196,0.0078
100,1784621828495536900,a,0,66205.14,0.59055322
100,1784621828495536900,a,1,66205.17,0.09070899
100,1784621828495536900,a,2,66206,0.0078
100,1784621828495536900,a,3,66206.49,0.00528654
100,1784621828495536900,a,4,66206.5,0.10294942
100,1784621828495536900,a,5,66206.51,0.0227032
100,1784621828495536900,a,6,66207.82,0.09070899
100,1784621828495536900,a,7,66207.84,0.12083161
100,1784621828495536900,a,8,66208,0.0078
100,1784621828495536900,a,9,66208.16,0.00528649
100,1784621828495536900,a,10,66208.33,0.03770181
100,1784621828495536900,a,11,66209.99,0.18715472
101,1784621829686375200,b,0,66201.24,0.05195112
101,1784621829686375200,b,1,66199.91,0.01510576
101,1784621829686375200,b,2,66198.4,0.00153174
101,1784621829686375200,b,3,66198,0.0078
101,1784621829686375200,b,4,66197.53,1.7e-05
101,1784621829686375200,b,5,66197.43,0.001544
101,1784621829686375200,b,6,66196.5,0.09070899
101,1784621829686375200,b,7,66196.49,0.04540639
101,1784621829686375200,b,8,66196.27,0.0151066
101,1784621829686375200,b,9,66196,0.0078
101,1784621829686375200,b,10,66195.2,0.00153174
101,1784621829686375200,b,11,66195,0.01
101,1784621829686375200,a,0,66201.25,0.30282322
101,1784621829686375200,a,1,66201.52,0.07679994
101,1784621829686375200,a,2,66201.53,0.12084312
101,1784621829686375200,a,3,66202,0.0078
101,1784621829686375200,a,4,66202.58,0.01510516
101,1784621829686375200,a,5,66203.17,0.03770181
101,1784621829686375200,a,6,66203.18,0.00528689
101,1784621829686375200,a,7,66204.91,0.02
101,1784621829686375200,a,8,66204.92,0.1674549
101,1784621829686375200,a,9,66204.93,0.15104616
101,1784621829686375200,a,10,66205.17,0.09070899
101,1784621829686375200,a,11,66205.41,0.00660862
102,1784621831154276500,b,0,66201.24,0.06602643
102,1784621831154276500,b,1,66199.91,0.01510576
102,1784621831154276500,b,2,66198.4,0.00153174
102,1784621831154276500,b,3,66197.53,1.7e-05
102,1784621831154276500,b,4,66197.43,0.001544
102,1784621831154276500,b,5,66196.5,0.09070899
102,1784621831154276500,b,6,66196.49,0.04540639
102,1784621831154276500,b,7,66196.27,0.0075533
102,1784621831154276500,b,8,66196,0.0078
102,1784621831154276500,b,9,66195.2,0.00153174
102,1784621831154276500,b,10,66195,0.01
102,1784621831154276500,b,11,66194.62,0.01510696
102,1784621831154276500,a,0,66201.25,0.39157603
102,1784621831154276500,a,1,66201.52,0.07679994
102,1784621831154276500,a,2,66201.53,0.12084312
102,1784621831154276500,a,3,66202,0.0078
102,1784621831154276500,a,4,66202.58,0.01510516
102,1784621831154276500,a,5,66203.17,0.03770181
102,1784621831154276500,a,6,66203.18,0.00528689
102,1784621831154276500,a,7,66204.84,0.02
102,1784621831154276500,a,8,66204.85,0.09070899
102,1784621831154276500,a,9,66204.86,0.02
102,1784621831154276500,a,10,66204.87,0.16428925
102,1784621831154276500,a,11,66204.9,0.04540639
103,1784621831736182700,b,0,66197.53,0.03441957
103,1784621831736182700,b,1,66196.27,0.0151066
103,1784621831736182700,b,2,66196.2,0.0151066
103,1784621831736182700,b,3,66195.2,0.00153174
103,1784621831736182700,b,4,66195,0.01
103,1784621831736182700,b,5,66194.62,0.01510696
103,1784621831736182700,b,6,66193.85,0.001618
103,1784621831736182700,b,7,66193.82,1.7e-05
103,1784621831736182700,b,8,66192,0.00933174
103,1784621831736182700,b,9,66190.11,1.7e-05
103,1784621831736182700,b,10,66190,0.01
103,1784621831736182700,b,11,66188.8,0.00153174
103,1784621831736182700,a,0,66197.54,0.28457138
103,1784621831736182700,a,1,66198,0.0078
103,1784621831736182700,a,2,66198.41,0.08258126
103,1784621831736182700,a,3,66199.2,0.0052872
103,1784621831736182700,a,4,66199.92,0.11341219
103,1784621831736182700,a,5,66200,0.0078
103,1784621831736182700,a,6,66201.23,0.13380753
103,1784621831736182700,a,7,66201.24,0.02
103,1784621831736182700,a,8,66201.25,0.04726309
103,1784621831736182700,a,9,66201.43,0.006609
103,1784621831736182700,a,10,66201.53,0.12084312
103,1784621831736182700,a,11,66202,0.0078
104,1784621832135049800,b,0,66192.57,0.04195653
104,1784621832135049800,b,1,66191.24,0.01510774
104,1784621832135049800,b,2,66190.91,0.00755391
104,1784621832135049800,b,3,66190.11,1.7e-05
104,1784621832135049800,b,4,66190,0.01
104,1784621832135049800,b,5,66188.8,0.00153174
104,1784621832135049800,b,6,66188.49,0.00151083
104,1784621832135049800,b,7,66188,0.0078
104,1784621832135049800,b,8,66187.69,5.117e-05
104,1784621832135049800,b,9,66186.61,0.02
104,1784621832135049800,b,10,66186.6,0.04540639
104,1784621832135049800,b,11,66186.4,1.7e-05
104,1784621832135049800,a,0,66192.58,0.38116825
104,1784621832135049800,a,1,66193.81,0.15682724
104,1784621832135049800,a,2,66193.82,0.09070899
104,1784621832135049800,a,3,66193.85,0.0227032
104,1784621832135049800,a,4,66193.86,0.12085713
104,1784621832135049800,a,5,66193.91,0.01510712
104,1784621832135049800,a,6,66194,0.0078
104,1784621832135049800,a,7,66195,0.0052875
104,1784621832135049800,a,8,66196,0.0078
104,1784621832135049800,a,9,66196.28,0.03342
104,1784621832135049800,a,10,66196.42,0.00251792
104,1784621832135049800,a,11,66196.66,0.0052875
105,1784621833281382500,b,0,66192.57,0.04560292
105,1784621833281382500,b,1,66192,0.0078
105,1784621833281382500,b,2,66191.24,0.01510774
105,1784621833281382500,b,3,66190.11,1.7e-05
105,1784621833281382500,b,4,66190,0.0178
105,1784621833281382500,b,5,66188.8,0.00153174
105,1784621833281382500,b,6,66188.49,0.00151083
105,1784621833281382500,b,7,66188,0.0078
105,1784621833281382500,b,8,66187.69,5.117e-05
105,1784621833281382500,b,9,66187.62,0.02
105,1784621833281382500,b,10,66187.61,0.01510856
105,1784621833281382500,b,11,66186.61,0.02
105,1784621833281382500,a,0,66192.58,0.36603514
105,1784621833281382500,a,1,66193.79,0.2597274
105,1784621833281382500,a,2,66193.8,0.09070899
105,1784621833281382500,a,3,66193.85,0.0227032
105,1784621833281382500,a,4,66193.86,0.12085713
105,1784621833281382500,a,5,66193.91,0.01510712
105,1784621833281382500,a,6,66194.24,0.0052876
105,1784621833281382500,a,7,66195.28,0.03770181
105,1784621833281382500,a,8,66195.54,0.001632
105,1784621833281382500,a,9,66196,0.0078
105,1784621833281382500,a,10,66196.21,0.09070899
105,1784621833281382500,a,11,66196.28,0.03342
106,1784621833456080100,b,0,66203.56,0.05970281
106,1784621833456080100,b,1,66202,0.0082
106,1784621833456080100,b,2,66200,0.0082
106,1784621833456080100,b,3,66196,0.0082
106,1784621833456080100,b,4,66195.77,0.08293882
106,1784621833456080100,b,5,66195.76,0.09070899
106,1784621833456080100,b,6,66194.27,0.02
106,1784621833456080100,b,7,66194,0.0082
106,1784621833456080100,b,8,66193.9,0.02
106,1784621833456080100,b,9,66193.82,1.7e-05
106,1784621833456080100,b,10,66193.55,0.01510873
106,1784621833456080100,b,11,66193.34,0.21377395
106,1784621833456080100,a,0,66203.57,0.16406521
106,1784621833456080100,a,1,66203.58,0.00528673
106,1784621833456080100,a,2,66203.59,0.09053169
106,1784621833456080100,a,3,66204.38,0.15104742
106,1784621833456080100,a,4,66204.95,1.7e-05
106,1784621833456080100,a,5,66205.24,0.00528673
106,1784621833456080100,a,6,66206,0.0082
106,1784621833456080100,a,7,66206.15,0.00076656
106,1784621833456080100,a,8,66207.45,0.03087679
106,1784621833456080100,a,9,66207.46,0.02
106,1784621833456080100,a,10,66207.47,0.00660864
106,1784621833456080100,a,11,66208,0.0078
107,1784621833805034700,b,0,66204.94,0.0253
107,1784621833805034700,b,1,66204.2,0.04540639
107,1784621833805034700,b,2,66202,0.0082
107,1784621833805034700,b,3,66200,0.0082
107,1784621833805034700,b,4,66199.97,0.00755287
107,1784621833805034700,b,5,66199.79,0.14186602
107,1784621833805034700,b,6,66198.45,0.04540639
107,1784621833805034700,b,7,66197.95,0.09070899
107,1784621833805034700,b,8,66197.94,0.12084968
107,1784621833805034700,b,9,66196.33,0.29564974
107,1784621833805034700,b,10,66196.28,0.18192555
107,1784621833805034700,b,11,66196,0.0082
107,1784621833805034700,a,0,66204.95,0.01458331
107,1784621833805034700,a,1,66205.52,0.08115808
107,1784621833805034700,a,2,66205.53,0.12083583
107,1784621833805034700,a,3,66206.94,0.0227032
107,1784621833805034700,a,4,66208,0.0082
107,1784621833805034700,a,5,66208.66,1.7e-05
107,1784621833805034700,a,6,66209.22,0.14455022
107,1784621833805034700,a,7,66209.23,0.09070899
107,1784621833805034700,a,8,66209.64,0.15141869
107,1784621833805034700,a,9,66209.99,0.09433981
107,1784621833805034700,a,10,66210,0.0082
107,1784621833805034700,a,11,66211.23,0.09070899
108,1784621834665359000,b,0,66204.94,0.08397383
108,1784621834665359000,b,1,66204.2,0.04540639
108,1784621834665359000,b,2,66203.61,0.01510492
108,1784621834665359000,b,3,66203.28,0.00528661
108,1784621834665359000,b,4,66202,0.0082
108,1784621834665359000,b,5,66201.83,0.001561
108,1784621834665359000,b,6,66201.05,0.00660826
